timestamp,Infrared to Red Signal Ratio
10/30/25 08:25:18,0
10/30/25 08:26:58,0
10/30/25 08:27:58,0
10/30/25 08:28:58,0
10/30/25 08:29:58,0
10/30/25 08:30:58,-13
10/30/25 08:31:58,5
10/30/25 08:32:58,-8
10/30/25 08:33:58,-4
10/30/25 08:34:58,0
10/30/25 08:35:58,0
10/30/25 08:36:58,0
10/30/25 08:37:58,0
10/30/25 08:38:58,0
10/30/25 08:39:58,0
10/30/25 08:40:58,0
10/30/25 08:41:58,0
10/30/25 08:44:49,0
10/30/25 08:45:49,0
10/30/25 08:46:49,0
10/30/25 08:47:49,0
10/30/25 08:48:49,0
10/30/25 08:49:49,0
10/30/25 08:50:49,0
10/30/25 08:51:49,0
10/30/25 08:52:49,0
10/30/25 11:31:16,0
10/30/25 11:32:16,0
10/30/25 11:33:16,0
10/30/25 11:34:16,0
10/30/25 11:35:16,0
10/30/25 11:36:16,0
10/30/25 11:37:16,0
10/30/25 11:38:16,0
10/30/25 11:39:16,0
10/30/25 11:40:16,0
10/30/25 11:41:16,0
10/30/25 11:42:16,0
10/30/25 11:43:16,0
10/30/25 11:44:16,0
10/30/25 11:45:16,0
10/30/25 11:46:16,0
10/30/25 11:47:16,0
10/30/25 11:48:16,0
10/30/25 11:49:16,0
10/30/25 11:50:16,0
10/30/25 11:51:16,0
10/30/25 11:52:16,0
10/30/25 11:53:16,0
10/30/25 11:54:16,0
10/30/25 11:55:16,0
10/30/25 11:56:16,0
10/30/25 11:57:16,0
10/30/25 11:58:16,0
10/30/25 11:59:16,0
10/30/25 12:00:16,0
10/30/25 12:01:16,0
10/30/25 12:02:16,0
10/30/25 12:03:16,0
10/30/25 12:04:16,0
10/30/25 12:05:16,0
10/30/25 12:06:16,0
10/30/25 12:07:16,0
10/30/25 12:08:16,0
10/30/25 12:09:16,0
10/30/25 12:10:16,0
10/30/25 12:11:16,0
10/30/25 12:12:16,0
10/30/25 12:13:16,0
10/30/25 12:14:16,0
10/30/25 12:15:16,0
10/30/25 12:16:16,0
10/30/25 12:17:16,0
10/30/25 12:18:16,0
10/30/25 12:19:16,0
10/30/25 12:20:16,0
10/30/25 12:21:16,0
10/30/25 12:22:16,0
10/30/25 12:23:16,0
10/30/25 12:24:16,0
10/30/25 12:25:16,0
10/30/25 12:26:16,0
10/30/25 12:27:16,0
10/30/25 12:28:16,0
10/30/25 12:29:16,0
10/30/25 12:30:16,0
10/30/25 12:31:16,0
10/30/25 12:32:16,0
10/30/25 12:33:16,0
10/30/25 12:34:16,0
10/30/25 12:35:16,0
10/30/25 12:36:16,0
10/30/25 12:37:16,0
10/30/25 12:38:16,0
10/30/25 12:39:16,0
10/30/25 12:40:16,0
10/30/25 12:41:16,0
10/30/25 12:42:16,0
10/30/25 12:43:16,0
10/30/25 12:44:16,0
10/30/25 12:45:16,0
10/30/25 12:46:16,0
10/30/25 12:47:16,0
10/30/25 12:48:16,0
10/30/25 12:49:16,0
10/30/25 12:50:16,0
10/30/25 12:51:16,0
10/30/25 12:52:16,0
10/30/25 12:53:16,0
10/30/25 12:54:16,0
10/30/25 12:55:16,0
10/30/25 12:56:16,0
10/30/25 12:57:16,0
10/30/25 12:58:16,0
10/30/25 12:59:16,0
10/30/25 13:00:16,0
10/30/25 13:01:16,0
10/30/25 13:02:16,0
10/30/25 13:03:16,0
10/30/25 13:04:16,0
10/30/25 13:05:16,0
10/30/25 13:06:16,0
10/30/25 13:07:16,0
10/30/25 13:08:16,0
10/30/25 13:09:16,0
10/30/25 13:10:16,0
10/30/25 13:11:16,0
10/30/25 13:12:16,0
10/30/25 13:13:16,0
10/30/25 13:14:16,0
10/30/25 13:15:16,0
10/30/25 13:16:16,0
10/30/25 13:17:16,0
10/30/25 13:18:16,0
10/30/25 13:19:16,0
10/30/25 13:20:16,0
10/30/25 13:21:16,0
10/30/25 13:22:16,0
10/30/25 13:23:16,0
10/30/25 13:24:16,0
10/30/25 13:25:16,0
10/30/25 13:26:16,0
10/30/25 13:27:16,0
10/30/25 13:28:16,0
10/30/25 13:29:16,0
10/30/25 13:30:16,0
10/30/25 13:31:16,0
10/30/25 13:32:16,0
10/30/25 13:33:16,0
10/30/25 13:34:16,0
10/30/25 13:35:16,0
10/30/25 13:36:16,0
10/30/25 13:37:16,0
10/30/25 13:38:16,0
10/30/25 13:39:16,0
10/30/25 13:40:16,0
10/30/25 13:41:16,0
10/30/25 13:42:16,0
10/30/25 13:43:16,0
10/30/25 13:44:16,0
10/30/25 13:45:16,0
10/30/25 13:46:16,0
10/30/25 13:47:16,0
10/30/25 13:48:16,0
10/30/25 13:49:16,0
10/30/25 13:50:16,0
10/30/25 13:51:16,0
10/30/25 13:52:16,0
10/30/25 13:53:16,0
10/30/25 13:54:16,0
10/30/25 13:55:16,0
10/30/25 13:56:16,0
10/30/25 13:57:16,0
10/30/25 13:58:16,0
