timestamp,pid,x,y,z,device_serial,device_number,entry_time
1553835054000.0000000000,30,-31.0000000000,-4.0000000000,55.0000000000,A01A3A,5,1553835054000
1553835054031.2500000000,30,-31.0000000000,-4.0000000000,55.0000000000,A01A3A,5,1553835054000
1553835054062.5000000000,30,-31.0000000000,-4.0000000000,55.0000000000,A01A3A,5,1553835054000
1553835054093.7500000000,30,-31.0000000000,-4.0000000000,56.0000000000,A01A3A,5,1553835054000
1553835054125.0000000000,30,-31.0000000000,-4.0000000000,55.0000000000,A01A3A,5,1553835054000
1553835054156.2500000000,30,-31.0000000000,-4.0000000000,55.0000000000,A01A3A,5,1553835054000
1553835054187.5000000000,30,-31.0000000000,-4.0000000000,55.0000000000,A01A3A,5,1553835054000
1553835054218.7500000000,30,-31.0000000000,-3.0000000000,55.0000000000,A01A3A,5,1553835054000
1553835054250.0000000000,30,-31.0000000000,-4.0000000000,55.0000000000,A01A3A,5,1553835054000
1553835054281.2500000000,30,-31.0000000000,-3.0000000000,55.0000000000,A01A3A,5,1553835054000
1553835054312.5000000000,30,-31.0000000000,-4.0000000000,55.0000000000,A01A3A,5,1553835054000
1553835054343.7500000000,30,-31.0000000000,-4.0000000000,55.0000000000,A01A3A,5,1553835054000
1553835054375.0000000000,30,-31.0000000000,-4.0000000000,55.0000000000,A01A3A,5,1553835054000
1553835054406.2500000000,30,-31.0000000000,-4.0000000000,55.0000000000,A01A3A,5,1553835054000
1553835054437.5000000000,30,-31.0000000000,-4.0000000000,55.0000000000,A01A3A,5,1553835054000
1553835054468.7500000000,30,-31.0000000000,-4.0000000000,55.0000000000,A01A3A,5,1553835054000
1553835054500.0000000000,30,-31.0000000000,-4.0000000000,55.0000000000,A01A3A,5,1553835054000
1553835054531.2500000000,30,-31.0000000000,-4.0000000000,55.0000000000,A01A3A,5,1553835054000
1553835054562.5000000000,30,-31.0000000000,-4.0000000000,55.0000000000,A01A3A,5,1553835054000
1553835054593.7500000000,30,-31.0000000000,-4.0000000000,55.0000000000,A01A3A,5,1553835054000
1553835054625.0000000000,30,-31.0000000000,-4.0000000000,55.0000000000,A01A3A,5,1553835054000
1553835054656.2500000000,30,-31.0000000000,-4.0000000000,55.0000000000,A01A3A,5,1553835054000
1553835054687.5000000000,30,-31.0000000000,-4.0000000000,55.0000000000,A01A3A,5,1553835054000
1553835054718.7500000000,30,-31.0000000000,-4.0000000000,55.0000000000,A01A3A,5,1553835054000
1553835054750.0000000000,30,-31.0000000000,-4.0000000000,55.0000000000,A01A3A,5,1553835054000
1553835054781.2500000000,30,-31.0000000000,-4.0000000000,55.0000000000,A01A3A,5,1553835054000
1553835054812.5000000000,30,-31.0000000000,-4.0000000000,55.0000000000,A01A3A,5,1553835054000
1553835054843.7500000000,30,-32.0000000000,-4.0000000000,55.0000000000,A01A3A,5,1553835054000
1553835054875.0000000000,30,-31.0000000000,-4.0000000000,55.0000000000,A01A3A,5,1553835054000
1553835054906.2500000000,30,-31.0000000000,-4.0000000000,55.0000000000,A01A3A,5,1553835054000
1553835054937.5000000000,30,-31.0000000000,-4.0000000000,55.0000000000,A01A3A,5,1553835054000
