timestamp,pid,x,y,z,device_serial,device_number,entry_time
1548205972000.0000000000,5,53.0000000000,-1.0000000000,32.0000000000,A01A3A,5,1548205972000
1548205972031.2500000000,5,53.0000000000,-1.0000000000,33.0000000000,A01A3A,5,1548205972000
1548205972062.5000000000,5,53.0000000000,-1.0000000000,33.0000000000,A01A3A,5,1548205972000
1548205972093.7500000000,5,53.0000000000,-1.0000000000,32.0000000000,A01A3A,5,1548205972000
1548205972125.0000000000,5,53.0000000000,-1.0000000000,32.0000000000,A01A3A,5,1548205972000
1548205972156.2500000000,5,53.0000000000,-1.0000000000,32.0000000000,A01A3A,5,1548205972000
1548205972187.5000000000,5,53.0000000000,-1.0000000000,33.0000000000,A01A3A,5,1548205972000
1548205972218.7500000000,5,53.0000000000,-1.0000000000,33.0000000000,A01A3A,5,1548205972000
1548205972250.0000000000,5,53.0000000000,-1.0000000000,33.0000000000,A01A3A,5,1548205972000
1548205972281.2500000000,5,53.0000000000,-1.0000000000,32.0000000000,A01A3A,5,1548205972000
1548205972312.5000000000,5,53.0000000000,-1.0000000000,32.0000000000,A01A3A,5,1548205972000
1548205972343.7500000000,5,53.0000000000,-1.0000000000,33.0000000000,A01A3A,5,1548205972000
1548205972375.0000000000,5,53.0000000000,-1.0000000000,33.0000000000,A01A3A,5,1548205972000
1548205972406.2500000000,5,53.0000000000,-1.0000000000,33.0000000000,A01A3A,5,1548205972000
1548205972437.5000000000,5,53.0000000000,-1.0000000000,33.0000000000,A01A3A,5,1548205972000
1548205972468.7500000000,5,53.0000000000,-1.0000000000,33.0000000000,A01A3A,5,1548205972000
1548205972500.0000000000,5,53.0000000000,-1.0000000000,32.0000000000,A01A3A,5,1548205972000
1548205972531.2500000000,5,53.0000000000,-1.0000000000,32.0000000000,A01A3A,5,1548205972000
1548205972562.5000000000,5,53.0000000000,-1.0000000000,33.0000000000,A01A3A,5,1548205972000
1548205972593.7500000000,5,53.0000000000,-1.0000000000,33.0000000000,A01A3A,5,1548205972000
1548205972625.0000000000,5,53.0000000000,-1.0000000000,33.0000000000,A01A3A,5,1548205972000
1548205972656.2500000000,5,53.0000000000,-1.0000000000,33.0000000000,A01A3A,5,1548205972000
1548205972687.5000000000,5,53.0000000000,-1.0000000000,32.0000000000,A01A3A,5,1548205972000
1548205972718.7500000000,5,53.0000000000,-1.0000000000,32.0000000000,A01A3A,5,1548205972000
