timestamp,pid,x,y,z,device_serial,device_number,entry_time
1552116831000.0000000000,20,54.0000000000,6.0000000000,-27.0000000000,A01BBE,5,1552116831000
1552116831031.2500000000,20,55.0000000000,6.0000000000,-24.0000000000,A01BBE,5,1552116831000
1552116831062.5000000000,20,56.0000000000,5.0000000000,-25.0000000000,A01BBE,5,1552116831000
1552116831093.7500000000,20,58.0000000000,4.0000000000,-23.0000000000,A01BBE,5,1552116831000
1552116831125.0000000000,20,55.0000000000,6.0000000000,-25.0000000000,A01BBE,5,1552116831000
1552116831156.2500000000,20,58.0000000000,8.0000000000,-24.0000000000,A01BBE,5,1552116831000
1552116831187.5000000000,20,55.0000000000,3.0000000000,-24.0000000000,A01BBE,5,1552116831000
1552116831218.7500000000,20,55.0000000000,6.0000000000,-25.0000000000,A01BBE,5,1552116831000
1552116831250.0000000000,20,53.0000000000,5.0000000000,-32.0000000000,A01BBE,5,1552116831000
1552116831281.2500000000,20,55.0000000000,9.0000000000,-13.0000000000,A01BBE,5,1552116831000
1552116831312.5000000000,20,52.0000000000,8.0000000000,-36.0000000000,A01BBE,5,1552116831000
1552116831343.7500000000,20,55.0000000000,7.0000000000,-30.0000000000,A01BBE,5,1552116831000
1552116831375.0000000000,20,56.0000000000,10.0000000000,-31.0000000000,A01BBE,5,1552116831000
1552116831406.2500000000,20,52.0000000000,10.0000000000,-30.0000000000,A01BBE,5,1552116831000
1552116831437.5000000000,20,53.0000000000,9.0000000000,-31.0000000000,A01BBE,5,1552116831000
1552116831468.7500000000,20,55.0000000000,12.0000000000,-31.0000000000,A01BBE,5,1552116831000
1552116831500.0000000000,20,54.0000000000,7.0000000000,-28.0000000000,A01BBE,5,1552116831000
1552116831531.2500000000,20,54.0000000000,5.0000000000,-29.0000000000,A01BBE,5,1552116831000
1552116831562.5000000000,20,54.0000000000,10.0000000000,-27.0000000000,A01BBE,5,1552116831000
1552116831593.7500000000,20,54.0000000000,7.0000000000,-31.0000000000,A01BBE,5,1552116831000
1552116831625.0000000000,20,52.0000000000,9.0000000000,-38.0000000000,A01BBE,5,1552116831000
1552116831656.2500000000,20,52.0000000000,4.0000000000,-36.0000000000,A01BBE,5,1552116831000
1552116831687.5000000000,20,56.0000000000,9.0000000000,-32.0000000000,A01BBE,5,1552116831000
1552116831718.7500000000,20,53.0000000000,12.0000000000,-31.0000000000,A01BBE,5,1552116831000
1552116831750.0000000000,20,47.0000000000,14.0000000000,-30.0000000000,A01BBE,5,1552116831000
1552116831781.2500000000,20,49.0000000000,11.0000000000,-30.0000000000,A01BBE,5,1552116831000
1552116831812.5000000000,20,55.0000000000,8.0000000000,-35.0000000000,A01BBE,5,1552116831000
1552116831843.7500000000,20,52.0000000000,9.0000000000,-31.0000000000,A01BBE,5,1552116831000
1552116831875.0000000000,20,57.0000000000,14.0000000000,-27.0000000000,A01BBE,5,1552116831000
1552116831906.2500000000,20,55.0000000000,13.0000000000,-35.0000000000,A01BBE,5,1552116831000
1552116831937.5000000000,20,54.0000000000,9.0000000000,-31.0000000000,A01BBE,5,1552116831000
1552116831968.7500000000,20,57.0000000000,14.0000000000,-28.0000000000,A01BBE,5,1552116831000
1552116832000.0000000000,20,54.0000000000,6.0000000000,-21.0000000000,A01BBE,5,1552116831000
1552116832031.2500000000,20,51.0000000000,14.0000000000,-30.0000000000,A01BBE,5,1552116831000
1552116832062.5000000000,20,65.0000000000,5.0000000000,-16.0000000000,A01BBE,5,1552116831000
1552116832093.7500000000,20,52.0000000000,22.0000000000,-32.0000000000,A01BBE,5,1552116831000
1552116832125.0000000000,20,50.0000000000,15.0000000000,-34.0000000000,A01BBE,5,1552116831000
1552116832156.2500000000,20,51.0000000000,18.0000000000,-33.0000000000,A01BBE,5,1552116831000
1552116832187.5000000000,20,52.0000000000,14.0000000000,-24.0000000000,A01BBE,5,1552116831000
1552116832218.7500000000,20,56.0000000000,13.0000000000,-28.0000000000,A01BBE,5,1552116831000
1552116832250.0000000000,20,51.0000000000,11.0000000000,-30.0000000000,A01BBE,5,1552116831000
1552116832281.2500000000,20,54.0000000000,10.0000000000,-27.0000000000,A01BBE,5,1552116831000
1552116832312.5000000000,20,56.0000000000,10.0000000000,-27.0000000000,A01BBE,5,1552116831000
1552116832343.7500000000,20,51.0000000000,14.0000000000,-30.0000000000,A01BBE,5,1552116831000
1552116832375.0000000000,20,52.0000000000,11.0000000000,-30.0000000000,A01BBE,5,1552116831000
1552116832406.2500000000,20,51.0000000000,12.0000000000,-31.0000000000,A01BBE,5,1552116831000
1552116832437.5000000000,20,52.0000000000,11.0000000000,-29.0000000000,A01BBE,5,1552116831000
1552116832468.7500000000,20,53.0000000000,13.0000000000,-31.0000000000,A01BBE,5,1552116831000
1552116832500.0000000000,20,56.0000000000,12.0000000000,-32.0000000000,A01BBE,5,1552116831000
1552116832531.2500000000,20,50.0000000000,16.0000000000,-34.0000000000,A01BBE,5,1552116831000
1552116832562.5000000000,20,55.0000000000,12.0000000000,-35.0000000000,A01BBE,5,1552116831000
1552116832593.7500000000,20,53.0000000000,13.0000000000,-34.0000000000,A01BBE,5,1552116831000
1552116832625.0000000000,20,49.0000000000,14.0000000000,-35.0000000000,A01BBE,5,1552116831000
1552116832656.2500000000,20,53.0000000000,11.0000000000,-32.0000000000,A01BBE,5,1552116831000
1552116832687.5000000000,20,48.0000000000,13.0000000000,-36.0000000000,A01BBE,5,1552116831000
1552116832718.7500000000,20,51.0000000000,13.0000000000,-36.0000000000,A01BBE,5,1552116831000
1552116832750.0000000000,20,50.0000000000,13.0000000000,-35.0000000000,A01BBE,5,1552116831000
1552116832781.2500000000,20,44.0000000000,13.0000000000,-30.0000000000,A01BBE,5,1552116831000
1552116832812.5000000000,20,48.0000000000,13.0000000000,-28.0000000000,A01BBE,5,1552116831000
1552116832843.7500000000,20,51.0000000000,11.0000000000,-34.0000000000,A01BBE,5,1552116831000
1552116832875.0000000000,20,52.0000000000,11.0000000000,-37.0000000000,A01BBE,5,1552116831000
1552116832906.2500000000,20,58.0000000000,12.0000000000,-35.0000000000,A01BBE,5,1552116831000
1552116832937.5000000000,20,52.0000000000,15.0000000000,-35.0000000000,A01BBE,5,1552116831000
1552116832968.7500000000,20,53.0000000000,15.0000000000,-35.0000000000,A01BBE,5,1552116831000
1552116833000.0000000000,20,49.0000000000,11.0000000000,-29.0000000000,A01BBE,5,1552116831000
1552116833031.2500000000,20,44.0000000000,14.0000000000,-32.0000000000,A01BBE,5,1552116831000
1552116833062.5000000000,20,57.0000000000,13.0000000000,-31.0000000000,A01BBE,5,1552116831000
