timestamp,pid,x,y,z,device_serial,device_number,entry_time
1548724972000.0000000000,10,51.0000000000,-27.0000000000,23.0000000000,A01BBE,5,1548724972000
1548724972031.2500000000,10,51.0000000000,-28.0000000000,20.0000000000,A01BBE,5,1548724972000
1548724972062.5000000000,10,52.0000000000,-26.0000000000,16.0000000000,A01BBE,5,1548724972000
1548724972093.7500000000,10,59.0000000000,-25.0000000000,10.0000000000,A01BBE,5,1548724972000
1548724972125.0000000000,10,56.0000000000,-27.0000000000,11.0000000000,A01BBE,5,1548724972000
1548724972156.2500000000,10,55.0000000000,-29.0000000000,12.0000000000,A01BBE,5,1548724972000
1548724972187.5000000000,10,55.0000000000,-29.0000000000,9.0000000000,A01BBE,5,1548724972000
1548724972218.7500000000,10,55.0000000000,-28.0000000000,8.0000000000,A01BBE,5,1548724972000
1548724972250.0000000000,10,55.0000000000,-28.0000000000,10.0000000000,A01BBE,5,1548724972000
1548724972281.2500000000,10,55.0000000000,-28.0000000000,11.0000000000,A01BBE,5,1548724972000
1548724972312.5000000000,10,55.0000000000,-28.0000000000,10.0000000000,A01BBE,5,1548724972000
1548724972343.7500000000,10,56.0000000000,-28.0000000000,10.0000000000,A01BBE,5,1548724972000
1548724972375.0000000000,10,54.0000000000,-28.0000000000,10.0000000000,A01BBE,5,1548724972000
1548724972406.2500000000,10,56.0000000000,-28.0000000000,11.0000000000,A01BBE,5,1548724972000
1548724972437.5000000000,10,56.0000000000,-30.0000000000,11.0000000000,A01BBE,5,1548724972000
1548724972468.7500000000,10,55.0000000000,-31.0000000000,11.0000000000,A01BBE,5,1548724972000
1548724972500.0000000000,10,53.0000000000,-30.0000000000,11.0000000000,A01BBE,5,1548724972000
1548724972531.2500000000,10,54.0000000000,-28.0000000000,11.0000000000,A01BBE,5,1548724972000
1548724972562.5000000000,10,55.0000000000,-28.0000000000,12.0000000000,A01BBE,5,1548724972000
1548724972593.7500000000,10,55.0000000000,-27.0000000000,14.0000000000,A01BBE,5,1548724972000
1548724972625.0000000000,10,52.0000000000,-29.0000000000,16.0000000000,A01BBE,5,1548724972000
1548724972656.2500000000,10,52.0000000000,-31.0000000000,15.0000000000,A01BBE,5,1548724972000
1548724972687.5000000000,10,51.0000000000,-35.0000000000,14.0000000000,A01BBE,5,1548724972000
1548724972718.7500000000,10,50.0000000000,-36.0000000000,13.0000000000,A01BBE,5,1548724972000
1548724972750.0000000000,10,53.0000000000,-32.0000000000,10.0000000000,A01BBE,5,1548724972000
1548724972781.2500000000,10,55.0000000000,-30.0000000000,10.0000000000,A01BBE,5,1548724972000
1548724972812.5000000000,10,54.0000000000,-27.0000000000,13.0000000000,A01BBE,5,1548724972000
1548724972843.7500000000,10,52.0000000000,-28.0000000000,12.0000000000,A01BBE,5,1548724972000
1548724972875.0000000000,10,50.0000000000,-31.0000000000,11.0000000000,A01BBE,5,1548724972000
1548724972906.2500000000,10,41.0000000000,-36.0000000000,12.0000000000,A01BBE,5,1548724972000
1548724972937.5000000000,10,44.0000000000,-37.0000000000,14.0000000000,A01BBE,5,1548724972000
1548724972968.7500000000,10,44.0000000000,-36.0000000000,14.0000000000,A01BBE,5,1548724972000
1548724973000.0000000000,10,44.0000000000,-41.0000000000,18.0000000000,A01BBE,5,1548724972000
1548724973031.2500000000,10,42.0000000000,-41.0000000000,19.0000000000,A01BBE,5,1548724972000
1548724973062.5000000000,10,51.0000000000,-39.0000000000,17.0000000000,A01BBE,5,1548724972000
1548724973093.7500000000,10,53.0000000000,-39.0000000000,15.0000000000,A01BBE,5,1548724972000
1548724973125.0000000000,10,51.0000000000,-39.0000000000,13.0000000000,A01BBE,5,1548724972000
1548724973156.2500000000,10,49.0000000000,-40.0000000000,14.0000000000,A01BBE,5,1548724972000
1548724973187.5000000000,10,46.0000000000,-39.0000000000,14.0000000000,A01BBE,5,1548724972000
