timestamp,pid,x,y,z,device_serial,device_number,entry_time
1548120098000.0000000000,1,58.0000000000,14.0000000000,19.0000000000,A01A3A,5,1548120098000
1548120098031.2500000000,1,58.0000000000,14.0000000000,19.0000000000,A01A3A,5,1548120098000
1548120098062.5000000000,1,58.0000000000,14.0000000000,18.0000000000,A01A3A,5,1548120098000
1548120098093.7500000000,1,58.0000000000,14.0000000000,18.0000000000,A01A3A,5,1548120098000
1548120098125.0000000000,1,58.0000000000,14.0000000000,18.0000000000,A01A3A,5,1548120098000
1548120098156.2500000000,1,57.0000000000,14.0000000000,18.0000000000,A01A3A,5,1548120098000
1548120098187.5000000000,1,58.0000000000,14.0000000000,18.0000000000,A01A3A,5,1548120098000
1548120098218.7500000000,1,58.0000000000,14.0000000000,18.0000000000,A01A3A,5,1548120098000
1548120098250.0000000000,1,58.0000000000,14.0000000000,19.0000000000,A01A3A,5,1548120098000
1548120098281.2500000000,1,58.0000000000,14.0000000000,18.0000000000,A01A3A,5,1548120098000
1548120098312.5000000000,1,58.0000000000,14.0000000000,19.0000000000,A01A3A,5,1548120098000
1548120098343.7500000000,1,57.0000000000,14.0000000000,19.0000000000,A01A3A,5,1548120098000
1548120098375.0000000000,1,58.0000000000,14.0000000000,18.0000000000,A01A3A,5,1548120098000
1548120098406.2500000000,1,58.0000000000,15.0000000000,18.0000000000,A01A3A,5,1548120098000
1548120098437.5000000000,1,58.0000000000,14.0000000000,19.0000000000,A01A3A,5,1548120098000
1548120098468.7500000000,1,58.0000000000,14.0000000000,18.0000000000,A01A3A,5,1548120098000
1548120098500.0000000000,1,58.0000000000,14.0000000000,18.0000000000,A01A3A,5,1548120098000
1548120098531.2500000000,1,58.0000000000,14.0000000000,18.0000000000,A01A3A,5,1548120098000
1548120098562.5000000000,1,58.0000000000,14.0000000000,18.0000000000,A01A3A,5,1548120098000
1548120098593.7500000000,1,58.0000000000,14.0000000000,19.0000000000,A01A3A,5,1548120098000
1548120098625.0000000000,1,57.0000000000,14.0000000000,19.0000000000,A01A3A,5,1548120098000
1548120098656.2500000000,1,57.0000000000,14.0000000000,18.0000000000,A01A3A,5,1548120098000
1548120098687.5000000000,1,58.0000000000,14.0000000000,18.0000000000,A01A3A,5,1548120098000
1548120098718.7500000000,1,58.0000000000,14.0000000000,19.0000000000,A01A3A,5,1548120098000
1548120098750.0000000000,1,58.0000000000,14.0000000000,19.0000000000,A01A3A,5,1548120098000
1548120098781.2500000000,1,58.0000000000,14.0000000000,19.0000000000,A01A3A,5,1548120098000
1548120098812.5000000000,1,58.0000000000,14.0000000000,18.0000000000,A01A3A,5,1548120098000
1548120098843.7500000000,1,58.0000000000,15.0000000000,18.0000000000,A01A3A,5,1548120098000
1548120098875.0000000000,1,58.0000000000,15.0000000000,19.0000000000,A01A3A,5,1548120098000
1548120098906.2500000000,1,58.0000000000,15.0000000000,19.0000000000,A01A3A,5,1548120098000
1548120098937.5000000000,1,58.0000000000,14.0000000000,19.0000000000,A01A3A,5,1548120098000
1548120098968.7500000000,1,58.0000000000,14.0000000000,19.0000000000,A01A3A,5,1548120098000
1548120099000.0000000000,1,57.0000000000,14.0000000000,18.0000000000,A01A3A,5,1548120098000
1548120099031.2500000000,1,58.0000000000,14.0000000000,18.0000000000,A01A3A,5,1548120098000
1548120099062.5000000000,1,58.0000000000,14.0000000000,19.0000000000,A01A3A,5,1548120098000
1548120099093.7500000000,1,58.0000000000,14.0000000000,19.0000000000,A01A3A,5,1548120098000
1548120099125.0000000000,1,58.0000000000,14.0000000000,19.0000000000,A01A3A,5,1548120098000
1548120099156.2500000000,1,58.0000000000,14.0000000000,19.0000000000,A01A3A,5,1548120098000
1548120099187.5000000000,1,58.0000000000,14.0000000000,18.0000000000,A01A3A,5,1548120098000
1548120099218.7500000000,1,57.0000000000,14.0000000000,18.0000000000,A01A3A,5,1548120098000
1548120099250.0000000000,1,57.0000000000,14.0000000000,19.0000000000,A01A3A,5,1548120098000
1548120099281.2500000000,1,58.0000000000,14.0000000000,18.0000000000,A01A3A,5,1548120098000
1548120099312.5000000000,1,58.0000000000,15.0000000000,19.0000000000,A01A3A,5,1548120098000
1548120099343.7500000000,1,58.0000000000,14.0000000000,19.0000000000,A01A3A,5,1548120098000
1548120099375.0000000000,1,57.0000000000,14.0000000000,19.0000000000,A01A3A,5,1548120098000
1548120099406.2500000000,1,58.0000000000,14.0000000000,18.0000000000,A01A3A,5,1548120098000
1548120099437.5000000000,1,58.0000000000,14.0000000000,19.0000000000,A01A3A,5,1548120098000
1548120099468.7500000000,1,58.0000000000,14.0000000000,19.0000000000,A01A3A,5,1548120098000
1548120099500.0000000000,1,57.0000000000,14.0000000000,19.0000000000,A01A3A,5,1548120098000
